,essay,empathy,distress,emotion,personality_conscientiousness,personality_openess,personality_extraversion,personality_agreeableness,personality_stability,iri_perspective_taking,iri_personal_distress,iri_fantasy,iri_empathatic_concern,demographic,demographic_essay
688, This story in Caphiridzange is horrific.   The tanker just pulled over to provide fuel to the residents of that region and it completely blew up hurting countless numbers of people.   There were a couple of ideas that were suggested what caused it but nothing was specific.   So many died and so many left injured.   ,5.0,4.75,Neutral/Sadness,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 23.,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 23.  This story in Caphiridzange is horrific.   The tanker just pulled over to provide fuel to the residents of that region and it completely blew up hurting countless numbers of people.   There were a couple of ideas that were suggested what caused it but nothing was specific.   So many died and so many left injured.   
689,"This really sounds like it could have been so much worse.  Of course it is really sad for the people who lost their homes and the person in the hospital, but everyone made it out alive which is a miracle.  Oftentimes in fires people do not make it, so I would say it is a blessing that they all have their lives.  They will have to rebuild which will be stressful but at least they have each other and are alive.  I think it is very fortunate that it turned out this way.  I would say these people are lucky.",2.0,1.0,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 66.,"I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 66. This really sounds like it could have been so much worse.  Of course it is really sad for the people who lost their homes and the person in the hospital, but everyone made it out alive which is a miracle.  Oftentimes in fires people do not make it, so I would say it is a blessing that they all have their lives.  They will have to rebuild which will be stressful but at least they have each other and are alive.  I think it is very fortunate that it turned out this way.  I would say these people are lucky."
690,There were at least ten people hurt after a rather large apartment complex in Arizona caught on fire. The fire was caught on video. The fire chief stated that it was a total loss and that the fire had been started following an unexplained explosion. It took the fire department crews close to ten minutes to get the fire under control.,6.0,3.0,Neutral,7.0,4.5,1.5,7.0,7.0,4.286,1.286,3.857,4.0,I am female. My age is 33.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 110000.0. I am writing with respect to article number 66.,I am female. My age is 33.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 110000.0. I am writing with respect to article number 66. There were at least ten people hurt after a rather large apartment complex in Arizona caught on fire. The fire was caught on video. The fire chief stated that it was a total loss and that the fire had been started following an unexplained explosion. It took the fire department crews close to ten minutes to get the fire under control.
691,This fire in the Arizona complex was so very scary.   The entire building was a complete loss.   It was great that the firemen rescued almost all of them without injuries except one that was sent to a burn unit.   Watching all your possessions and your home burn is just very sad.  I can't imagine replacing everything.  ,5.0,4.375,Fear/Sadness,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 66.,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 66. This fire in the Arizona complex was so very scary.   The entire building was a complete loss.   It was great that the firemen rescued almost all of them without injuries except one that was sent to a burn unit.   Watching all your possessions and your home burn is just very sad.  I can't imagine replacing everything.  
692,I feel so sad that this freak fire has effected so many people. It has ruined the owners property which has got to be a big financial loss. It also has displaced so many people who have lived here. They have lost everyhting in the fire and i cant imagine having to rebuild or having the money to replace all my stuff and stuff thats irreplacable like pictures. I feel grateful that people were hurt and no one was killed it could have been way worse. Hopefully everyone had renters insurance to help pay for some of the damages.,6.0,6.0,Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 66.,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 66. I feel so sad that this freak fire has effected so many people. It has ruined the owners property which has got to be a big financial loss. It also has displaced so many people who have lived here. They have lost everyhting in the fire and i cant imagine having to rebuild or having the money to replace all my stuff and stuff thats irreplacable like pictures. I feel grateful that people were hurt and no one was killed it could have been way worse. Hopefully everyone had renters insurance to help pay for some of the damages.
693,"I feel so bad for the victims and the victims families. They were just doing there job and this careless explosion cause them to lose there lives. It is sad that they know how deadly and unsafe these worker conditions are but still have yet to close them. I am happy they are set to close around 1,000 but i think more has to be done. There should be a council and regulations set up like osha in the us to protect workers and make sure all precautions are being done to preserve human life. Now families are left without there sons fathers and incomes when they could have easily just shut this down. I hope for safer woring conditions in the future.",6.0,6.0,Hope/Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 270.,"I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 270. I feel so bad for the victims and the victims families. They were just doing there job and this careless explosion cause them to lose there lives. It is sad that they know how deadly and unsafe these worker conditions are but still have yet to close them. I am happy they are set to close around 1,000 but i think more has to be done. There should be a council and regulations set up like osha in the us to protect workers and make sure all precautions are being done to preserve human life. Now families are left without there sons fathers and incomes when they could have easily just shut this down. I hope for safer woring conditions in the future."
694,"It is always depressing when things like this happen. I feel like the coal business has always been a very dangerous one and we need to be able to realize that no matter what we do to try and change things, they will somehow someway always be the old fashioned way with old fashioned dangers. I think we need to find a way these workers get safer jobs.",5.833333333333333,5.5,Sadness,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 270.,"I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 270. It is always depressing when things like this happen. I feel like the coal business has always been a very dangerous one and we need to be able to realize that no matter what we do to try and change things, they will somehow someway always be the old fashioned way with old fashioned dangers. I think we need to find a way these workers get safer jobs."
695,"I just read an article about a mine collapse in China. Turns out there was a gas explosion and 33 workers were killed. I know that mining is a dangerous profession, but I can't imagine the instant of fear that comes before being incinerated. Then, there families have to wait weeks for their remains to be unearthed. The whole thing is really sad.",5.5,2.375,Sadness,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,I am male. My age is 29.0 years. My education level is Some college but no degree. My race is White. My income is 39000.0. I am writing with respect to article number 270.,"I am male. My age is 29.0 years. My education level is Some college but no degree. My race is White. My income is 39000.0. I am writing with respect to article number 270. I just read an article about a mine collapse in China. Turns out there was a gas explosion and 33 workers were killed. I know that mining is a dangerous profession, but I can't imagine the instant of fear that comes before being incinerated. Then, there families have to wait weeks for their remains to be unearthed. The whole thing is really sad."
696,"I really doubt the credibility of anything China says.   They are always out for money, workers are in jobs that aren't save, people have no decisions made on their own.  It's a communist country where the government rules.   Living conditions are terrible and I don't believe the branch of government that is responsible for safe working conditions do anything.   It's all just chatter for the rest of the world to rread.",3.0,5.5,Neutral,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 270.,"I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 270. I really doubt the credibility of anything China says.   They are always out for money, workers are in jobs that aren't save, people have no decisions made on their own.  It's a communist country where the government rules.   Living conditions are terrible and I don't believe the branch of government that is responsible for safe working conditions do anything.   It's all just chatter for the rest of the world to rread."
697,These attacks on women seem to be more prevalent lately than not. I think with our current president and his feelings about women it has increased these attacks. We need to be aware of this and make the changes accordingly. We need to be able to prevent these attacks before they happen but finding out how to do that is the tough thing.,6.0,6.25,Neutral,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 368.,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 368. These attacks on women seem to be more prevalent lately than not. I think with our current president and his feelings about women it has increased these attacks. We need to be aware of this and make the changes accordingly. We need to be able to prevent these attacks before they happen but finding out how to do that is the tough thing.
698,"I'm so, so tired of rich white boys getting away with doing horrible things just because they're seen as ""respectable,"" and by respectable I mean ""absolute trash to women but men aren't scared so it's fine!"" It's like the Brock Turner rape case (the athlete) all over again. Women get targeted all the time and are scared to do so many things men just don't have to care about.",3.0,3.625,Anger,6.0,5.0,2.0,5.0,6.0,4.143,1.714,3.857,3.429,I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 368.,"I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 368. I'm so, so tired of rich white boys getting away with doing horrible things just because they're seen as ""respectable,"" and by respectable I mean ""absolute trash to women but men aren't scared so it's fine!"" It's like the Brock Turner rape case (the athlete) all over again. Women get targeted all the time and are scared to do so many things men just don't have to care about."
699,"As a father of three girls, I hate to see stories like this one. I know in today's climate people can be convicted in the eyes of the public before an actually trial, but I think this guy did it. It is too many different women saying that he did the same thing to them. It is hard for me to see what any man gets from doing this. ",6.666666666666667,6.5,Anger,7.0,5.5,1.0,6.5,6.0,4.857,2.0,3.429,5.0,I am male. My age is 37.0 years. My education level is Four year bachelor’s degree. My race is Black or African American. My income is 40000.0. I am writing with respect to article number 368.,"I am male. My age is 37.0 years. My education level is Four year bachelor’s degree. My race is Black or African American. My income is 40000.0. I am writing with respect to article number 368. As a father of three girls, I hate to see stories like this one. I know in today's climate people can be convicted in the eyes of the public before an actually trial, but I think this guy did it. It is too many different women saying that he did the same thing to them. It is hard for me to see what any man gets from doing this. "
700,"That poor little boy. It must have been so distressing for the boy's parents to know exactly where he was and what had happened but be unable to reach their son. I can't imagine - it's like the ever-relevant phrase, ""so close, yet so far."" His poor dad, can't imagine turning my back for a second and losing my child forever.",4.333333333333333,2.375,Sadness,7.0,5.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,I am female. My age is 28.0 years. My education level is Some college but no degree. My race is White. My income is 21000.0. I am writing with respect to article number 92.,"I am female. My age is 28.0 years. My education level is Some college but no degree. My race is White. My income is 21000.0. I am writing with respect to article number 92. That poor little boy. It must have been so distressing for the boy's parents to know exactly where he was and what had happened but be unable to reach their son. I can't imagine - it's like the ever-relevant phrase, ""so close, yet so far."" His poor dad, can't imagine turning my back for a second and losing my child forever."
701,This little boy died in a well while he was helping his father harvest vegetables.  It was large enough for him to fall only one foot but too small for all the adults.  They tried to get him out for five days.  His father had to entail that severe pain knowing it was just time.   Over 500 volunteers tried to dig him out to get to the well.  Just devastating.,6.666666666666667,5.0,Sadness,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 92.,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 92. This little boy died in a well while he was helping his father harvest vegetables.  It was large enough for him to fall only one foot but too small for all the adults.  They tried to get him out for five days.  His father had to entail that severe pain knowing it was just time.   Over 500 volunteers tried to dig him out to get to the well.  Just devastating.
702,"After reading the article, you just can't help but feel really sad for the boy and his family. It's so sad because he was just doing his family a favor by harvesting crops when he fell. It's so unfortunate as well because he was so young and he had his whole life ahead of him. Hopefully his parents are able to move on with life peacefully.",1.0,1.5,Hope/Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 92.,"I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 92. After reading the article, you just can't help but feel really sad for the boy and his family. It's so sad because he was just doing his family a favor by harvesting crops when he fell. It's so unfortunate as well because he was so young and he had his whole life ahead of him. Hopefully his parents are able to move on with life peacefully."
703,"This article was about gender gaps worldwide and especially in the US. It said that the gender gap in the United States is getting worse and is 45th in the rankings. The article didn't say anything about why the gender gap might be getting worse, like possibly more women wanting to stay home and raise families.",6.0,2.0,Neutral,7.0,6.5,4.5,5.5,7.0,5.0,2.143,3.571,5.0,I am female. My age is 47.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 110000.0. I am writing with respect to article number 331.,"I am female. My age is 47.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 110000.0. I am writing with respect to article number 331. This article was about gender gaps worldwide and especially in the US. It said that the gender gap in the United States is getting worse and is 45th in the rankings. The article didn't say anything about why the gender gap might be getting worse, like possibly more women wanting to stay home and raise families."
704,This is a topic that never seems to get any better for women.   Pay inequality has dropped to 45 for the United States.  This is an embarrassing statistic.   Fewer women are in the workforce and fewer women hold prestigious jobs.   The misuse of women's education and value is so disheartening.  US Stem Skills professions are not in a good place. Scandinavian countries hold the top 4 spots.  The disparity in salaries is what it was in 2008.  ,6.0,6.875,Disgust,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 331.,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 331. This is a topic that never seems to get any better for women.   Pay inequality has dropped to 45 for the United States.  This is an embarrassing statistic.   Fewer women are in the workforce and fewer women hold prestigious jobs.   The misuse of women's education and value is so disheartening.  US Stem Skills professions are not in a good place. Scandinavian countries hold the top 4 spots.  The disparity in salaries is what it was in 2008.  
705,So who cares about women not getting paid as much as men they have to take into account the amount of time women waste getting their periods and being bitches during the month also they have babies and need to take time off to take care of the babies honestly they should just stay home and get me a beer.,4.166666666666667,4.0,Anger,4.25,4.25,4.5,4.25,3.75,2.714,2.857,3.286,2.9285,I am male. My age is 33.0 years. My education level is Some college but no degree. My race is Asian/Pacific Islander. My income is 36000.0. I am writing with respect to article number 331.,I am male. My age is 33.0 years. My education level is Some college but no degree. My race is Asian/Pacific Islander. My income is 36000.0. I am writing with respect to article number 331. So who cares about women not getting paid as much as men they have to take into account the amount of time women waste getting their periods and being bitches during the month also they have babies and need to take time off to take care of the babies honestly they should just stay home and get me a beer.
706,"After reading the article, i feel so bad for all the wildlife and fishes that are in the body of water that were affected by the spill. We are already harming the earth and it's inhabitants already by polluting the air but this just adds on to it. I really hope we can come to a day where we will be able to help animals instead of harming them.",1.0,1.625,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 112.,"I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 112. After reading the article, i feel so bad for all the wildlife and fishes that are in the body of water that were affected by the spill. We are already harming the earth and it's inhabitants already by polluting the air but this just adds on to it. I really hope we can come to a day where we will be able to help animals instead of harming them."
707,"How unfortunate that the sea creatures that were already endangered in this area got harmed because of the diesel spill, it is great that it was cleaned up so quickly but it looks like the damaged is already done from the bad weather. Hopefully the company that was responsible for this got fined, these spills need to stop happening. ",4.166666666666667,5.625,Sadness,6.5,5.5,2.5,5.5,4.5,4.0,3.143,4.0,4.0,I am female. My age is 30.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 55000.0. I am writing with respect to article number 112.,"I am female. My age is 30.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 55000.0. I am writing with respect to article number 112. How unfortunate that the sea creatures that were already endangered in this area got harmed because of the diesel spill, it is great that it was cleaned up so quickly but it looks like the damaged is already done from the bad weather. Hopefully the company that was responsible for this got fined, these spills need to stop happening. "
708,"Dear friend,                                                                                                     I have just read an article about a massive fuel leak in British Colombia. It is threatening all of the wildlife in the area, as well as the water. I am worried about this and hope there is a way to stop it before it gets out of hand.",5.5,3.0,Fear,5.5,6.0,4.5,6.0,5.0,3.714,3.0,3.429,3.429,I am male. My age is 29.0 years. My education level is High School diploma. My race is Asian/Pacific Islander. My income is 44000.0. I am writing with respect to article number 112.,"I am male. My age is 29.0 years. My education level is High School diploma. My race is Asian/Pacific Islander. My income is 44000.0. I am writing with respect to article number 112. Dear friend,                                                                                                     I have just read an article about a massive fuel leak in British Colombia. It is threatening all of the wildlife in the area, as well as the water. I am worried about this and hope there is a way to stop it before it gets out of hand."
709,"After reading the article, i couldn't help but feel disturbed at the fact that humans can do things like this to animals. Humans should be more aware of what they are doing and the fact that they can harm animals unintentionally. Humans should do more to help other living things on Earth because we are not the only things living here.",1.6666666666666667,1.5,Anger,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 112.,"I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 112. After reading the article, i couldn't help but feel disturbed at the fact that humans can do things like this to animals. Humans should be more aware of what they are doing and the fact that they can harm animals unintentionally. Humans should do more to help other living things on Earth because we are not the only things living here."
710,"This is highly alarming and so unacceptable.  Not only is it terrible that adults are using these ridiculous medications, but now they are allowing their babies to get into them and harm themselves.  It's just outrageous, and they need to have stronger penalties for these people who are letting this happen.  There is simply no excuse.  Your drugs should be up in a cabinet locked far away from your children IF you choose to have drugs like that, which you really shouldn't be taking around a child anyway.  Shame on these people.",3.6666666666666665,3.625,Disgust,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 301.,"I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 301. This is highly alarming and so unacceptable.  Not only is it terrible that adults are using these ridiculous medications, but now they are allowing their babies to get into them and harm themselves.  It's just outrageous, and they need to have stronger penalties for these people who are letting this happen.  There is simply no excuse.  Your drugs should be up in a cabinet locked far away from your children IF you choose to have drugs like that, which you really shouldn't be taking around a child anyway.  Shame on these people."
711,"I've heard a lot of about the opioid crisis, but it's usually been in regards to older people being prescribed poorly and getting addicted, so this came as a bit of a shock. It's so sad to think of a little kid getting ahold of something and having no idea what it is, and then they're just... gone. I feel so bad for their families.",3.6666666666666665,3.625,Sadness,6.0,5.0,2.0,5.0,6.0,4.143,1.714,3.857,3.429,I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 301.,"I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 301. I've heard a lot of about the opioid crisis, but it's usually been in regards to older people being prescribed poorly and getting addicted, so this came as a bit of a shock. It's so sad to think of a little kid getting ahold of something and having no idea what it is, and then they're just... gone. I feel so bad for their families."
712,The whole drug topic really makes me sad as I had a mother who I saw unravel from being addicted to pain killers. I do wish they were prescriped less in our society and someone just made stronger doses of ibeuprofen. It is alarming how many people become addicted to these medicines. I thin there should be a something in place like a drug counselor to everyone who is prescribed so they can understand the signs of when it becomes addiction. The bottles should be better made now if children are being able to open them or they dont close all the way maybe a key or locking system can be made up. I have definitly seen way more about heroin overdose in my own suburbia it isnt disciminating agianst anyone it is sad it is ruining peoples lives.,6.0,6.0,Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 301.,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 301. The whole drug topic really makes me sad as I had a mother who I saw unravel from being addicted to pain killers. I do wish they were prescriped less in our society and someone just made stronger doses of ibeuprofen. It is alarming how many people become addicted to these medicines. I thin there should be a something in place like a drug counselor to everyone who is prescribed so they can understand the signs of when it becomes addiction. The bottles should be better made now if children are being able to open them or they dont close all the way maybe a key or locking system can be made up. I have definitly seen way more about heroin overdose in my own suburbia it isnt disciminating agianst anyone it is sad it is ruining peoples lives.
713,"I had to read this article over twice because toddlers overdosing on opioids is mind boggling! I wonder how and why they have access to this. I know its because sometimes parents drop these pills but if parents are that bad, why are they having kids in the first place? We need laws that test people before they have children in order to make sure they will be good parents.",6.166666666666667,6.0,Disgust/Surprise,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 301.,"I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 301. I had to read this article over twice because toddlers overdosing on opioids is mind boggling! I wonder how and why they have access to this. I know its because sometimes parents drop these pills but if parents are that bad, why are they having kids in the first place? We need laws that test people before they have children in order to make sure they will be good parents."
714,This article was so disturbing to read through. I feel like theres so many different levels to these happenings and something has to be done on each to prevent little children from getting these pills in there hands. On the level of the manufactorers we need to have way better packaging like codes the kids cant get into. Doctors prescribing these should ask if they have kids and tell them preventetive measures that should be taken to reduce the risk of exposure. Parents need to have a better understanding how easy it is for kids to get into these and die. So senseless dying of something so easy to prevent.,5.0,6.0,Neutral,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 301.,I am female. My age is 27.0 years. My education level is echnical/Vocational School. My race is White. My income is 25000.0. I am writing with respect to article number 301. This article was so disturbing to read through. I feel like theres so many different levels to these happenings and something has to be done on each to prevent little children from getting these pills in there hands. On the level of the manufactorers we need to have way better packaging like codes the kids cant get into. Doctors prescribing these should ask if they have kids and tell them preventetive measures that should be taken to reduce the risk of exposure. Parents need to have a better understanding how easy it is for kids to get into these and die. So senseless dying of something so easy to prevent.
715,"Wow this is unbelievable, who on earth would do something like this to a harmless flamingo for no reason?  This guy is obviously depraved and has serious issues.  They need to punish him to the full extent of the law so he does not harm other animals or people.  I can't believe someone would do this to a living creature without provocation and just for the sick thrill of it apparently.  How very tragic and sad this is.",3.5,4.125,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 133.,"I am female. My age is 38.0 years. My education level is Postgradute or professional degree. My race is White. My income is 42000.0. I am writing with respect to article number 133. Wow this is unbelievable, who on earth would do something like this to a harmless flamingo for no reason?  This guy is obviously depraved and has serious issues.  They need to punish him to the full extent of the law so he does not harm other animals or people.  I can't believe someone would do this to a living creature without provocation and just for the sick thrill of it apparently.  How very tragic and sad this is."
716,"This story makes me feel very bad.  I've never understood wanton cruelty like this, sadism it seems.  Harming something simply for the sake of harming it.  I read a book suggesting that animal cruelty at zoos is surprisingly common.  I'm not sure if that's true but I certainly thought about it as I read this.  And again, I don't understand it.  Maybe it's related to hunting, which I've also never fully understood.  Like, if you're hunting to eat I get it.  And believe me, I understand ""sport.""  But I don't know what the sport is in hiding in the bushes and then shooting something that doesn't know you're there.  Anyway, this is similarly pointless and makes me feel terrible.  I imagine the guy breaking the flamingos long neck.  Just pointless and awful.",5.833333333333333,6.75,Sadness,2.5,2.0,1.5,2.0,1.0,3.286,4.429,2.714,2.571,I am male. My age is 41.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 28000.0. I am writing with respect to article number 133.,"I am male. My age is 41.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 28000.0. I am writing with respect to article number 133. This story makes me feel very bad.  I've never understood wanton cruelty like this, sadism it seems.  Harming something simply for the sake of harming it.  I read a book suggesting that animal cruelty at zoos is surprisingly common.  I'm not sure if that's true but I certainly thought about it as I read this.  And again, I don't understand it.  Maybe it's related to hunting, which I've also never fully understood.  Like, if you're hunting to eat I get it.  And believe me, I understand ""sport.""  But I don't know what the sport is in hiding in the bushes and then shooting something that doesn't know you're there.  Anyway, this is similarly pointless and makes me feel terrible.  I imagine the guy breaking the flamingos long neck.  Just pointless and awful."
717,"The depravity that goes on in this world is alarming at best.   At Busch Gardens, Joseph Anthony Corrao, picked up a flamingo named Pinky and threw her to the ground.   Her injuries were so bad that she was euthanized.   Pinky was famous for a dance she just did on her own and welcomed visitors sometimes.   ",5.0,5.375,Neutral,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 133.,"I am female. My age is 62.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 29000.0. I am writing with respect to article number 133. The depravity that goes on in this world is alarming at best.   At Busch Gardens, Joseph Anthony Corrao, picked up a flamingo named Pinky and threw her to the ground.   Her injuries were so bad that she was euthanized.   Pinky was famous for a dance she just did on her own and welcomed visitors sometimes.   "
718,"After reading the article, my heart just breaks for all the wildlife that was affected. I believe it is mostly human fault that this is happening in the first place. The animals as well as wildlife needs to affected because of the bad decisions we make. It is terrible and i feel like it's time for humans to make a change to really help other living things.",1.0,1.75,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 397.,"I am male. My age is 29.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 85000.0. I am writing with respect to article number 397. After reading the article, my heart just breaks for all the wildlife that was affected. I believe it is mostly human fault that this is happening in the first place. The animals as well as wildlife needs to affected because of the bad decisions we make. It is terrible and i feel like it's time for humans to make a change to really help other living things."
719,"It's crazy how many creatures are dying from the river drying up, but it just goes to show you how important water is. I think we often take water for granted in the US (or at least, in parts of the US), so we don't think about how precious it is. It's insane that that one species was almost entirely gone because of it.",1.5,1.75,Surprise,6.0,5.0,2.0,5.0,6.0,4.143,1.714,3.857,3.429,I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 397.,"I am female. My age is 25.0 years. My education level is Four year bachelor’s degree. My race is White. My income is 60000.0. I am writing with respect to article number 397. It's crazy how many creatures are dying from the river drying up, but it just goes to show you how important water is. I think we often take water for granted in the US (or at least, in parts of the US), so we don't think about how precious it is. It's insane that that one species was almost entirely gone because of it."
720,We need to do more to protect the wildlife in this world. The fact that we let rivers and land go so littered with these carcasses but do nothing to try and help alleviate the situation. We need to do better. I think with time we might improve on this but I won't get my hopes up. We as humans are not the most caring species it seems.,6.166666666666667,5.875,Disgust,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 397.,I am male. My age is 32.0 years. My education level is Four year bachelor’s degree. My race is Hispanic or Latino. My income is 35000.0. I am writing with respect to article number 397. We need to do more to protect the wildlife in this world. The fact that we let rivers and land go so littered with these carcasses but do nothing to try and help alleviate the situation. We need to do better. I think with time we might improve on this but I won't get my hopes up. We as humans are not the most caring species it seems.
