article_id,text
272,"The reward fund for information leading to the arrest and conviction of the person who shot and killed a baby Salt River wild horse and wounded two other young horses soared to $25,000 thanks to a matching offer from Animal Recovery Mission a non-profit organization based out of Florida."
273,Armed police in the US state of North Dakota have arrested 141 Native American protesters and environmental activists during a tense confrontation.
274,"United Nations human rights officials expressed alarm on Friday at a sharp rise in civilian casualties in Yemen since peace talks collapsed last month, the great majority of them inflicted in airstrikes by a coalition led by Saudi Arabia. At least 329 civilians have been killed, and at least 426 have been injured since the beginning of August."
275,"It was sunny Tuesday when two women and two men boarded a large circular raft at Dreamworld, Australia’s largest theme park, and headed for the raging waters of the Thunder River Rapids Ride. It’s one of the park’s most popular attractions, a fast moving “foamy water track” that pushes riders through turbulent, artificial rapids at up to 45 km/h."
276,"Robert Vaughn, who played a slick spy on TV's ""The Man From U.N.C.L.E.,"" died Friday, his manager, Matthew Sullivan, told CNN. He was 83. He had been ill with acute leukemia and was receiving treatment in recent months."
277,"Russia announced a major air offensive in Syria on Tuesday, ending a three-week cease-fire with a barrage of airstrikes on the besieged, rebel-held part of Aleppo, according to U.S. military officials."
278,"A Russian fighter jet crashed into the Mediterranean as it attempted to land on a Russian aircraft carrier, state news agency Tass reported. Citing the Russian Defense Ministry, TaSs said the pilot of the MIG 29 ejected a few kilometers from the carrier and was recovered safely. Russian state media outlet Sputnik quoted a Defense Ministry statement blaming the accident on ..."
279,"Larsa Pippen told police she was ""scared"" of Scottie Pipen during an Oct. 4th argument at their Florida home -- in which the NBA star broke his own cell phone out of frustration ... TMZ Sports has learned."
280,"Police are investigating a shooting reported at a nightclub in South Philadelphia. The man told police he was shot several times at Club Onyx, located in the 2900 block of Columbus Boulevard, around 5 a.m. Monday. The victim was said to be in stable condition."
281,"Sally Brampton, founding editor of Elle magazine in the UK, died after health professionals ""missed opportunities"" to offer her help, an inquest has heard."
282,Actress Susan Sarandon has launched an online petition that calls on people to tell big banks to stop investing in the company behind the Dakota Access Pipeline.
283,"A petition signed by more than 14,000 Saudi women calling for an end to the country's male guardianship system is being handed to the government. Women must have the consent of a male guardian to travel abroad, and often need permission to work or study."
284,"The U.S. poultry industry has a dreadful secret. Roughly 9 billion chickens are slaughtered for food each year in the United States, and according to the poultry industry, each one of these sentient animals is mercifully stunned into unconsciousness before its neck is slit by an industrial blade."
285,"The icon of the natural world, the Great Barrier Reef, has been pronounced dead after succumbing to coral beaching, however according to leading scientists, the reef has not completely perished but is basically on “life support”."
286,"Nearly nine months after Zika was declared a global health emergency, the virus has infected at least 650,000 people in Latin America and the Caribbean, including tens of thousands of expectant mothers. But to the great bewilderment of scientists, the epidemic has not produced the wave of fetal deformities so widely feared."
287,"A BBC Scotland investigation has uncovered evidence of the problems facing ageing timeshare owners who want to get out of their contracts. Timeshares are owned by about 600,000 people in the UK but some have had problems trying to relinquish them. Firms like Sellmytimeshare.tv, owned by Monster, say they can help dispose of them but an undercover investigation found it is more complex than it seems."
288,"Two American sisters found unresponsive in their resort in the Seychelles died of excess fluid in their lungs, according to authorities in the island nation off Africa's east coast."
289,"Shannen Doherty recalled what it's like to be diagnosed with cancer in an emotional new interview with Chelsea Handler. During the sit-down, set to air on Handler's Netflix show, Chelsea, the actress holds back tears while revealing what she's learned through her health crisis."
290,"A man escaped with cuts to his leg Monday after a shark crashed into his board while he was surfing near popular tourist spot Byron Bay in eastern Australia. Beaches in the area, some 800 kilometres north of Sydney, were closed for at least 24 hours after the early morning encounter."
291,"A police dog died after she was left in a hot patrol car by her handler in western Arkansas, officials said. Madison County Sheriff Phillip Morgan said the dog, named Lina, died Friday."
292,Police have rushed to the scene in Azusa on the night of the election. The person who opened fire earlier this afternoon is dead. It is unclear if he killed himself or whether he died from police fire. The suspect had an assault-style rifle.
293,"Insomnia and oversleeping are both unhealthy, and a new review of past studies suggests that sleep disorders have a link with increased stroke risk and recovery from it."
294,"Massive protests roiled Seoul for the second consecutive weekend as hundreds of thousands of angry South Koreans took to the streets Saturday calling for President Park Geun-hye's resignation. The march, which included families with young children, students -- some in school uniforms -- and union members, came as opposition to Park mounts following her unprecedented admission that she shared classified information with someone who lacked the necessary security clearance."
295,"Wildfires near the Georgia-North Carolina line are spewing smoke so thick that residents are being urged to wear special masks if they must do outdoor activities. The fires — many of them suspected arsons — have prompted evacuations in Georgia, North Carolina and Tennessee in recent days."
296,"Former IMF chief Rodrigo Rato and 64 other bankers have gone on trial in Madrid over an alleged credit card racket at Spain's troubled Bankia bank. The defendants allegedly used ""unofficial"" company credit cards for luxury purchases, unconnected with their duties as board members."
297,"A train crash in Spain has killed at least four people and injured nearly 50 others after it derailed in the northwest region of the country. About 65 people rode the Portugal-bound train, including crew, when it crashed just before 9:30 a.m. local time."
298,"A strong earthquake rattled buildings in Chile’s capital and other regions of the country on Friday, but there were no immediate reports of damage or injury and authorities discounted the possibility of a tsunami."
299,"The human sense of smell is important. It alerts us to different dangers including spoiled food, poison, fire, and so on. In fact, a new research revealed that ninety percent of seabirds eat plastic flowing in oceans."
300,"Do you have that sometimes irritating ringing in your ears? If so, then perhaps you’re one in every ten Americans that has persistent buzzing or rinnitus. Surprisingly, scientists have been studying it, and the goals are to find out its prevalence in the country, and how to avoid it."
301,"In recent years, rates of toddlers and preschoolers hospitalized for opioid overdoses more than doubled, according to a new study."
302,"We all know that air pollution is bad, so bad that it kills thousands of people each year. In India alone according to a Washington Post article published last month, about half a million people die every year due to outdoor air pollution. With that introductory paragraph, here's a finding of a new study that may not surprise a lot of you readers: people with lung cancer may have shorter survival times when exposed to smog and other air pollutants."
303,"Dozens of buildings sustained ""substantial damage"" after a 5.0 magnitude earthquake struck an Oklahoma town that's home to one of the world's key oil hubs, but officials said Monday that no damage has been reported at the oil terminal."
304,"Since 2007, the rate of suicide deaths among children between the ages of 10 and 14 has doubled, according to new government data released Thursday. The death rate data, published in the US Centers for Disease Control and Prevention's Morbidity and Mortality Weekly Report, measured children's fatalities due to motor vehicle traffic injury, homicide and suicide between the years 1999 and 2014."
305,"It's a day like any other day in a provincial city in central Russia. A 12-year-old girl is getting ready to go to school. Suddenly her phone rings. The next minute she is out of the door, saying she's meeting a friend. Later the same day, when her mother turns up at the school, there is no sign of her daughter. No-one has seen her."
306,"If you're looking for a new proof that our planet is warming up, then here's one from the NOAA, or, the National Oceanic and Atmospheric Administration. The agency reported last week that Summer 2016 in the United States was officially the 5th hottest on record tied with the year 2006. The report from scientists from NOAA's National Centers for Environmental Information revealed that the average summer 2016 temperature in the country was 73.5 degrees Fahrenheit, and that was about 2.1 degrees above the average. Every state in the continental United States, including Alaska, were warmer than average this summer, the report added."
307,"The Supreme Court stayed the execution of an Alabama inmate who had been scheduled to die by lethal injection. This marked the seventh time that Thomas D. Arthur — who was convicted of murder and is the second-oldest inmate on Alabama’s death row — had faced an execution date that was called off, according to the office of Alabama Attorney General Luther Strange."
308,"Some of them harbor strains that infected medieval Europeans, but that have been eradicated on the U.K. mainland for centuries. In 2006, Anna Meredith came across a dead red squirrel with a weird skin disorder. Its ears lacked the characteristic red tufts, and were instead swollen, smooth, and shiny, like"
309,Las Vegas Metro police said a deadly shooting at a southwest area Starbucks may have stemmed from a confrontation over a declined card.
310,"A gunfight between an Alaska police officer and a pedestrian who suddenly opened fire may have stopped a serial killer dead in his tracks. According to Anchorage police, Officer Arn Salao was responding to a theft complaint early Saturday when he spotted 40-year-old James Dale Ritchie walking down a city street. When Salao pulled up next to Ritchie to ask if he had seen the crime, Ritchie ignored the question and continued walking."
311,"Russia has criticised the US and UK for using ""unacceptable"" tone and rhetoric in speeches on Syria at the UN, after being accused of ""barbarism""."
312,"A UN aid convoy that was bombed on Monday night was escorted by a ""terrorists"", Russia has claimed in response to accusations it was behind the deadly attacks."
313,"One year after the height of Europe’s migrant crisis, Germany — a nation that took in more asylum seekers than the rest of the continent combined — is confronting the Solomonesque task of deciding who gets to stay. Yet as authorities adjudicate cases, a contentious truism is emerging: Not all nationalities are created equal. If you’re from Syria or Iraq, sanctuary is almost guaranteed. But if you're from Nigeria or Pakistan, chances are you journeyed halfway across the world in vain."
314,"The heartache of losing a loved one in a sudden, unexpected moment is devastating. The shock is jarring and confusing. Families and friends are left with broken hearts and aching spirits. Losing one person is painful."
315,"An elderly man and woman, believed to be in their 70s, were snorkelling alongside each other while on a trip to Michaelmas Cay with the Passions of Paradise reef tour company. The popular reef site is 33km east of Cairns."
316,"A suicide car bomb targeted the German consulate in Afghanistan's northern Balkh province on Thursday, according to local police and officials. Monir Ahmad Farhad, a provincial spokesman, said Friday four people were killed and more 100 people were injured."
317,"A former teacher accused of having sex with a thirteen-year-old student 'daily' agreed to a plea deal Wednesday morning. Alexandria Vera, 25, was originally charged with continuous sexual abuse of a child after her June arrest."
318,"Terry Jones, an original member of Monty Python, has a form of dementia that is affecting his ability to communicate, his family said in a statement."
319,"Trump has proposed radical policies on many issues, from banning Muslims from entering the country to punishing doctors who perform abortions. His environmental stances are no exception — he has suggested eliminating the EPA, pulling the US out of the Paris Agreement, and cutting all federal spending on clean energy. It's still unknown, of course, how many of these proposals Trump will act on as president, but environmental groups are already gearing up for a fight."
320,"The suspect behind the mall attack in Minnesota Saturday has been identified by family members as 22-year-old Dahir Aden, according to local media. An off-duty police officer shot and killed the man who stabbed nine people at a St. Cloud shopping mall Saturday night."
321,"A Muslim woman’s clothing was set on fire while she walked down New York City’s Fifth Avenue, in what police are investigating as a possible hate crime."
322,"The Democratic Party exploded Tuesday night. There will be months of finger-pointing and internal reprisals over exactly what Democrats should have done differently. But the shocking thoroughness of the defeat is plain. Donald Trump  a man who opened his presidential campaign by calling Mexicans “rapists”  bested Mitt Romney’s share of the Latino vote by 8 percentage points. He performed better among black voters than his 2012 predecessor, and he swept four Rust Belt states that President Barack Obama carried twice  Pennsylvania, Ohio, Michigan and Wisconsin  under a harsher economy than we face today."
323,"In the past couple decades, scientists have been slowly moving toward developing birth control for men. A recent clinical trial of an injectable hormone contraceptive for men showed super promising results: It was 96 percent effective at preventing pregnancy, which it did by lowering sperm counts. Unfortunately, the trial was discontinued early by an independent committee, which determined that the side effects were such that “the risks to the study participants outweighed the potential benefits.” The side effects in question are “Mood changes, depression, pain at the injection site, and increased libido.”"
324,The nearly 150 educators who secured legal employment through DACA wonder if Donald Trump will end their time in the classroom. Among the many people in America reeling from yesterday’s presidential election results: the 146 Teach for America teachers who work in classrooms across the country but are not documented citizens.
325,"California is the lone front in America where this radical expansion of human rights is advancing, albeit slowly, and raising the question of whether “rights” might someday improve communities in a way that their governments have failed to do"
326,"In Philadelphia, at least three synagogues held prayer and healing services on Wednesday; congregations in a number of other cities, including Durham, North Carolina, and Washington, D.C., held similar events."
327,"A knife-wielding man who tried to stab a security guard at the Israeli Embassy in Ankara Wednesday was shot in the leg by Turkish police. There's no evidence the man was linked to a wider plot. The man carried a foot-long knife wrapped in newspaper and shouted: ""I will change the Middle East!"" and ""Allahu akbar"" at officers in front of the embassy."
328,"The Republican nominee has dismissed his misogynist speech as “just words.” But multiple studies show rude rhetoric can have a major impact on thinking, stress, and self-esteem."
329,"The man who pied Kevin Johnson, the Sacramento mayor, this week says the former NBA star “has to do better to represent the people.” Sean Thompson, a member of the Occupy movement, is being held at the Sacramento County jail on charges of felony assault on a public official, and misdemeanor battery on school property."
330,"Police arrested Scott Michael Greene, a 46-year-old white man, in connection with the fatal shootings on Wednesday of two Des Moines-area officers. He was detained without incident and charged Thursday."
331,"The World Economic Forum (WEF) revealed its annual global gender gap report today, and the results are depressing. The US slipped down to 45th on their ranking of countries by gender equality, behind four African countries and all major European countries (all of which are in the top 20), and down from 28th last year. This dramatic fall is partly because women's participation in the labor force has declined over the past year and the number of women in senior positions is shrinking. On a more positive note, the US closed its education gender gap in 2016. This means there is a large pool of educated female talent, even though fewer women are actually working, as can be seen in the table showing the United States' scores below. The annual report looks at progress towards equality between men and women in four key areas: educational attainment, health and survival, economic opportunity, and political empowerment. Progress towards economic equality in 2016 has slowed globally,"
332,"The coconut market is booming. But the long-term outlook for coconuts is not as good. In the Caribbean, bacteria that cause lethal yellowing are wiping out coconut trees—a situation so bad that a regional coordinator told Bloomberg, “It’s fair to say that at this pace, the Caribbean is running out of coconuts.” In Cote d’Ivoire and Papua New Guinea, lethal Yellowing or a similar disease is threatening plantations specifically set up to safeguard coconut varieties for future generations."
333,"Typhoon Meranti gathered in strength as it swept close to Taiwan on Wednesday, and with maximum winds of 230 miles per hour it has been called the strongest storm of the year. Meranti was classified as Category 5, the highest on the scale."
334,"Climate change impacts have now been documented across every ecosystem on Earth, despite an average warming of only 1°C so far. Here, we identify a set of core ecological processes (32 in terrestrial and 31 each in marine and freshwater ecosystems) that underpin ecosystem functioning and support services to people."
335,"A remote colony of seabirds is at risk from an unlikely predator - an army of tiny house mice. But one man is making it his mission to drive out the marauding rodents, says Chris Carnegy. Keith Springer doesn't really do birthdays."
336,"India is one of the largest producers of coal in the world and more than half of its commercial energy needs are met by coal. But unregulated mining has caused serious health and environmental issues, and led to growing conflicts between elephants and humans."
337,"The first time you see a child hunched over a sewing machine in a hot, airless factory will never leave you. The boy, no more than 11 or 12."
338,"A new study from the University of Copenhagen has confirmed a link between hormonal contraceptives and depression. The largest of its kind, with one million Danish women between the ages of 15 and 34 tracked for a total of 13 years, it’s the kind of study that women such as me, who have experienced the side-effects of birth control first hand, have been waiting for. Researchers found that women taking the combined oral contraceptive were 23% more likely to be diagnosed with depression and those using progestin-only pills were 34% more likely. Teens were at the greatest risk of depression, with an 80% increase when taking the ..."
339,"The Calais camp lies in limbo, with most of its inhabitants long gone. Those who remain face hardship beyond anything the camp has previously known. Before, there was shelter – now hundreds sleep on the fringes of its dirt tracks."
340,"A gas shortage began September 9, when a mining inspector noticed a gasoline odor in Shelby County, Alabama. Colonial Pipeline discovered that there was a leak in a line that runs from Houston up to New Jersey. More than 300,000 gallons leaked from the line."
341,"The salty expanse of Iran’s Lake Urmia has been drying up and shrinking for decades. Now the lake, once one of the largest in the Middle East, looks more like a gigantic crime scene."
342,"Russia’s eldest generation, the “children of the war” as they are called, are struggling through a protracted, 23-month crisis. The average pension amounts to about $200 each month."
343,"President Obama oversaw the largest growth in federal spending to reduce inequality since the Great Society of the 1960s. In the next four years, President-elect Donald Trump and the Republican majorities in the Senate and House of Representatives will probably try to undo almost all of it."
344,"More than 100 people are feared dead in the Mediterranean Sea in the third shipwreck to occur in those waters since Monday (14 November 2016). The number of those who have died or gone missing attempting to reach safety in Europe has reached a new record number, with figures released today (17 November) putting the death toll at 4,621. According to the International Organisation for Migration (IOM), at least 4,000 deaths have occurred on what is known as the central Mediterranean route, departing mostly from Libya and occasionally Egypt, towards Italian shores."
345,"At least 13 people have been killed and 203 injured in north-west Tanzania in a 5.7 magnitude earthquake, local authorities said. “The toll has climbed from 11 people dead to 13 and from 192 injured to 203,” said Deodatus Kinawilo, district commissioner for Bukoba, the town close to the epicentre of the quake that struck on Saturday."
346,"Since Kim Kardashian was robbed at gunpoint in Paris earlier this month, one of the troubling conversations we've heard is that she was somehow asking for it by sharing photos of expensive jewelry. Now, the internet is applying the same victim-blaming logic to an Instagram photo posted by sister Khloe Kardashian. The reality star shared an image of her hand alongside that of her rumored new beau, Cleveland Cavaliers forward Tristan Thompson, who received his new 6.5-karat NBA championship ring on Tuesday night. Captioned with a simple heart emoji, the pair unabashedly show off their respective bling in the photo, sending Kardashian's followers into a commenting frenzy. Days before men disguised as police officers broke into Kim's apartment and tied her up in a bathroom, she posted a photo of the multimillion-dollar engagement ring that her attackers"
347,"Millions of Nigerians survived Boko Haram, but now a humanitarian catastrophe is putting their lives at risk again. Despite efforts from aid organizations like Mercy Corps, there are still 2.2 million people living in unreachable areas in northeast Nigeria, with no contact to the outside world and no guarantee of safe passage for aid workers."
348,"Donald Trump's campaign was unprecedented in its dishonesty; the lies didn't exact a political price, that they even resonated with a large bloc of voters."
349,"Three adults were found dead inside a southern California home after a child called 911 to report her parents had “died”, authorities said Saturday. The child placed the call about 8.20am and officers were dispatched to a home in Fullerton, 26 miles south-east of Los Angeles. Inside, first responders discovered two men and a woman dead. Two children were found unharmed, police said."
350,"— Male models are being paid up to 75% less than women, according to a top modelling agent. Elizabeth Rose manages male models at Premier, which has helped build the careers of Naomi Campbell and Cindy Crawford."
351,"A US college student has crashed into a police car while taking a topless selfie behind the wheel, say officials. Miranda Rader, 19, rear-ended the patrol vehicle while sending nude photos to her boyfriend through the social media app Snapchat, police say. The accident on Wednesday in Bryan, about 100 miles (160km) north of Houston, caused the airbag to deploy."
352,"A British tourist allegedly raped by two men in Dubai faces jail after cops accused her of sex outside marriage. The woman, 25, claims she was attacked by two U.K. men last month."
353,"A father and son have died after falling off a cliff during a hike. The two plunged to their death while on a trail next to Shaver Lake in Fresno, California."
354,"The Enugu State Police Command on Friday commenced investigations to unravel why one Francis Uzo, 41, had to kill himself after hacking his wife to death in Emene."
355,"A coroner says one adult and two children have been killed when the trailer they were riding on was struck on a highway in a small town in eastern Mississippi on Halloween night. Newton County Coroner Danny Shoemaker says the three were all related to each other. Their names, ages and details about how they were related were not immediately being released late Monday."
356,Police arrested at least 11 people during anti-Donald Trump protests that spilled into the streets of downtown Oakland for a third straight night.
357,"Donald Trump on Sunday told his supporters to stop harassing minorities, in his first televised sit-down interview since becoming President-elect. ""I am so saddened to hear that,"" Trump told CBS' Lesley Stahl on ""60 Minutes"" when she said Latinos and Muslims are facing harassment. Trump directed his comments to his own supporters whom Stahl said have written racist slogans or chanted degrading messages -- particularly in schools."
358,"It would be unfair to call Donald Trump’s interaction with black voters a love-hate relationship, since there’s little evidence of African American enthusiasm for Trump. But the Republican campaign has pursued a Janus-like strategy on black voters—ostensibly courting them in public while privately seeking to depress turnout. This tension is on display in the last 24 hours. On Wednesday, Trump delivered a speech in Charlotte, North Carolina, advertised as an “urban renewal agenda for America’s inner cities.” Trump told the audience, “It is my highest and greatest hope that the Republican Party can be the home in the future and forevermore for African Americans and the African American vote because I will produce, and I will get others to produce."
359,One of President-elect Donald Trump’s possible choices to fill the vacancy in the Supreme Court of the United States is a judge whose career is marked with anti-LGBT acts.
360,"Donald Trump’s dark “gift” makes victims of us all — Since last week’s election, through Facebook, op-eds, emails, and tweets, those who fear the new administration have been producing billions of words. They’ve analyzed their feelings and tried, in nuanced essays, to understand what happened and how to respond to it."
361,"With two weeks to go, Donald Trump’s path to an election night win is almost entirely closed. Hillary Clinton enters the final 15 days of the race safely ahead in states worth more than 270 electoral votes."
362,"Turkish President Recep Tayyip Erdogan sharply escalated his conflict with the Kurdish opposition on Friday as his government formally brought terrorism-related charges against at least eight members of parliament belonging to Turkey’s largest pro-Kurdish party, including the party’s two leaders."
363,"A powerful typhoon has swept into south-eastern China after hitting Taiwan, leaving a total of two dead and dozens injured."
364,"After an earthquake devastated parts of Haiti in 2010, the United States suspended deportations, saying that sending Haitians back to the country at a time of great instability would put their lives at risk. About a year later, officials partly resumed deportation, focusing on people convicted of serious crimes or those considered a threat to national security. But since last spring, thousands of Haitian migrants who had moved to Brazil in search of work have been streaming north, mostly by land, winding up at American border crossings that lead to Southern California. Few have arrived with American visas, but nearly all have been allowed to enter the country."
365,"Britain’s government gave the go-ahead Tuesday to build a new runway at London’s Heathrow airport despite concerns about air pollution, noise and the destruction of hundreds of homes in the capital’s densely populated western neighborhoods. The decision comes after years of discussion, study and outrage over the building of the first full runway in the southeast of the country since World War II. Theresa May’s Government, reeling from a vote to leave the European Union, was anxious to prove the country was “open for business.” Detractors described it as “catastrophic” for the environment, local community and the owners of 783 homes that are slated to be razed."
366,"US imports of crude oil from the Amazon are driving the destruction of some of the rainforest ecosystem’s most pristine areas and releasing copious amounts of greenhouse gases, according to a new report. The study, conducted by environmental group Amazon Watch, found that American refineries processed 230,293 barrels of Amazon crude oil a day last year."
367,"On an August morning, a taxi driver in northwestern Yemen hugged his kids and jokingly told his family, ""Forgive me if I don't come back."" It was his way of laughing off the danger of driving in a country where airstrikes can hit any road at any time."
368,"One woman's allegations of sexual assault against a University of Wisconsin student led to multiple charges based on claims from five women. Alec Cook, 20, appeared Thursday in Dane County Circuit Court to hear the charges against him. He faces 14 felony counts, including second- and third-degree sexual assault, strangulation and false imprisonment. The court entered a not guilty plea on his behalf to the misdemeanor charge."
369,Ugandan police have blocked gay pride celebrations from happening in two resorts outside Kampala. Gay rights activist Frank Mugisha said more than 100 LGBTI people tried to participate in the celebrations in Entebbe near Lake Victoria. But many were escorted by police back to Kampala in minibuses.
370,"Klaireth Daz is a 1st-grade teacher at Elas Toro School, one of the biggest public schools in Caracas, the capital of Venezuela. Last year, she says, attendance was painfully low. Every day, of a class of 30 children at least 10 would be absent."
371,"A uniformed Arizona police officer who was filmed punching a woman has been placed on administrative leave while the incident is investigated. “Our agency is very concerned by what is depicted in this video,”"
372,"Violence between the Rohingya, a persecuted Muslim population, and Myanmar’s security forces escalated over the weekend as two soldiers were killed by crudely armed attackers, said government officials and Muslim residents. In retaliation, troops of the Buddhist-majority government used helicopters to fire at the attackers in dense forest in northern Rakhine. About 500 attackers were involved in the clash, he said. The area is closed to Western journalists, making it impossible to verify the scale of the fighting."
373,"When anyone's performing a death-defying stunt, it's only natural to want to memorialize it in pictures. Or selfies, as it turns out."
374,"Prince William County police received calls about an emu that escaped from a farm in Haymarket, Va., a spokesman for the department said. The jailbird was apprehended without incident."
375,Officials in Norway say an increasing number of visitors to their Arctic region have triggered an increase in the number of endangered polar bears killed.
376,"We’re living in the age of Information powered by the world-wide-web or the Internet. Estimates say that this year, about three-point-five billion people around the globe use the Internet, way higher than last year’s two-point twenty-one billion people."
377,"The lone suspect held in the killing of five people at a Washington state mall will be arraigned Monday and authorities are working steadily to nail down a motive, a state patrol spokesman said Sunday. Arcan Cetin, 20, is facing five counts of first-degree murder, according to Skagit County jail records."
378,"A 20-year-old suspect was in custody on Sunday for the killing of five people during a deadly shooting at a mall in Burlington, Washington, two days before. Arcan Cetin of Oak Harbor, Washington a legal permanent resident who had immigrated to the US from Turkey, was discovered “zombie-like”, police said, on Saturday evening after police responded to a tip-off following an intensive 24-hour manhunt. Cetin was unarmed at the time of his arrest, authorities said. Although a motive for the shooting remains unclear, authorities told local media that Cetin’s ex-girlfriend had previously worked at the targeted department store but left her job months ago."
379,"A new paper by the University of Delaware's Holly Michael and Mahfuzur Khan and colleagues, out this week in Nature Communications, reveals that overpumping of groundwater in Dhaka, Bangladesh, may have unforeseen consequences for citizens living in communities outside the city center."
380,"Janis Barinsky, a former Wells Fargo banker, says she experienced stress-induced migraines and severe anxiety as a result of the bank's aggressive sales goals."
381,Almost a dozen Wells Fargo (WFC) workers told CNNMoney that the shocking tactic -- where employees opened unauthorized accounts to meet unrealistic sales goals -- has been around much longer than the bank has acknowledged.
382,Advocates for the West has filed a lawsuit on behalf of Western Watersheds Project to challenge the agency’s status quo grazing decisions.
383,"The world's wildlife trade policy body wants better treatment and tracking of illegally traded animals confiscated by authorities. Johannesburg, South AfricaWe've heard a lot recently about illegal trading of elephant ivory and rhino horn, but it's not only animal parts that smugglers attempt to slip across borders for the commercial trade. They also move live wild animals—reptiles, birds, monkeys—to other nations, where they're sold as exotic pets or as props in tourist attractions. Some are killed to supply demand for their body parts."
384,"On average, a cow releases between 70 and 120 kilograms of Methane. The major difference between the two gasses is that the negative effect that Methano has on the climate is about 23 times higher than the effect of CO2. There are about 1.5 billion cows and bulls world-wide."
385,"If he fulfills his campaign promises, President-Elect Donald J. Trump and his future administration could prove cataclysmic for the planet’s climate."
386,"Veterans Day comes with a little extra heaviness. Just days ago, our country elected a new president who has insulted decorated war veterans and suggested that post-traumatic stress disorder is a sign of weakness. Unfortunately, PTSD myths and stereotypes are all too common."
387,"The New York Police Department identified the suspect in Saturday’s bombing as Ahmad Khan Rahami, 28, a New Jersey resident. New Jersey State Police say he is also wanted for the explosion Saturday in Seaside Park. Rahami is reportedly in custody."
388,"Psychiatrists, psychologists, nurses and technicians at Guantánamo provided the most detailed account to date of mental health care at the island prison. Some prisoners had developed symptoms including hallucinations, nightmares, anxiety or depression."
389,"Weeks after Kim Kardashian was robbed at gunpoint in Paris another global superstar has fall victim to the dark side of the French capital. Bollywood actress Mallika Sherawat was tear-gassed and beaten during an attempted robbery, police revealed on Thursday. According to French newspaper Le Parisien, the international model and a male companion were set upon by three masked men as they arrived back at their apartment complex on Rue de La Faisanderie in Paris on Friday (11 November)."
390,"Are you aware that you could receive a large discount just for not having a ticket or accident in the past 3 years? In addition, if you are currently insured and live in a qualified ZIP code you may get an extremely high discount. For a long time, there was no easy way to compare quotes from all of these huge car insurance companies."
391,"Two years after 43 Mexican college students disappeared during a night of violence committed by security forces, the mystery of their fate remains unsolved. An international panel of legal and human rights experts who spent a year studying the case questioned the Mexican government’s ability and willingness to get to the bottom of it. Since the experts’ departure in April, the government has broadened its investigation to include a wider range of possible suspects. In addition, the attorney general’s top investigator resignedamid an internal affairs inquiry into his handling of the case."
392,"The fight to save the vaquita has revealed something sobering about endangered species conservation at large: even when bold steps are undertaken to save a threatened animal, it can be dreadfully difficult to do."
393,"The former daytime host reflects on two big changes she wishes she’d made back then. When Sally Jessy Raphael’s self-titled talk show aired in the ‘80s and ‘90s, it found success as a topic-driven program with relatively relatable stories. But by its end, Raphaele tells “Oprah: Where Are They Now?” that her series had devolved into a show of salacious content and tabloid fodder like some of her talk-show peers, and she was not happy about it. “The last years of doing those Maury Povich/Jerry Springer shows, I hated,” Raphaelle says firmly. “I was betrayed by some of the producers into doing that.”"
394,"On Monday, around 2:38 PM, thousands of women left work early and headed to Austurvollur square in the Icelandic capital of Reykjavik. Punctuality mattered: They were trimming a typical 9-to-5 workday by precisely two hours and 22 minutes, or around 30 percent. Thirty percent also happens to be the gap in average annual income for men and women in Iceland; for every dollar a man makes, a woman makes 72 cents."
395,"Megan Short, who died alongside her husband, Mark, and the couple's three children in an apparent murder-suicide over the weekend, had been planning to leave her husband."
396,"Wildfires from three Southern states are shrouding neighboring South Carolina with smoke. Several dozen fires from Tennessee, Georgia and North Carolina are sending a smoky haze into the Palmetto State, according to the South Carolina Forestry Commission."
397,"South Australia has copped another belting with a destructive storm lashing the state just 24 hours after super cell thunderstorms knocked out the state’s entire power network. The storm packed winds of up to 140km/h, among the strongest the city has experienced, prompting an unprecedented warning from police for workers to head home early and stay home amid concerns emergency services might not be able to cope. The winds brought down trees across a wide area, causing major damage, and ripped some mid-north buildings apart. Heavy rain caused widespread flooding, from the Patawalonga River in Adelaide, through to the Barossa and Clare valleys, which copped 54mm of rain."
398,Researchers from Purdue University and the U.S. Geological Survey found that golden eagles killed at the Altamont Pass Wind Resource Area in northern California can come from hundreds of miles away.
399,"It happened late at night in front of a busy pizza parlor and bars, when students were out in costumes, drinking and partying in celebration of Halloween. When the police arrived shortly after 2 a.m. on Sunday, Hussain Saeed Alnahdi was already unconscious. He was bleeding from the nose and mouth, and his alleged attacker had fled the scene on foot."
400,"Thula Thula Rhino Orphanage: It is with many tears, a heavy heart and very mixed emotions that I write that little Isibindi passed away shortly before midnight after a very, very rough 56 hours. She went through such deep sadness in her short life."
401,"Mexicans are unnerved about the lasting economic damage that a Trump presidency might bring. The wave of national anxiety sent financial markets here into turmoil as a new, uncertain era in relations with the United States began. Mexico’s top economic officials, Finance Minister José Antonio Meade and Central Bank governor Agustn Carstens tried to calm fears here."
402,"Humanitarian organisation the International Rescue Committee (IRC) has urged for large-scale, long-term investment in Somalia to ensure that the repatriation of Somali refugees living in Kenya's Dadaab camp is successful."
403,"Yonatan Daniel Aguilar, 39, has been charged with murder and child abuse and is being held on $2 million bail, according to the Los Angeles County Sheriff’s Department."
404,"A woman was critically injured Sunday night in a traffic collision in Prince George’s County, the police said. The crash occurred about 6:30 p.m. at Piscataway and Tippett Roads in the Clinton area. Three cars were involved."
